1.0,1.5505157798326246,2.4040991835099716,3.72759372031494,5.779692884153313,8.961505019466045,13.894954943731374,21.544346900318832,33.404849835132445,51.7947467923121,80.30857221391513,124.51970847350331,193.06977288832496,299.357729472049,464.15888336127773,719.6856730011522,1115.883992507748,1730.1957388458943,2682.6957952797247,4159.562163071847,6449.466771037621,10000.0
1.2349999999999999,1.053,1.288,1.226,1.09,1.276,1.212,1.291,1.173,2.806,6.382,12.055,20.509999999999998,33.93,43.94,55.339999999999996,69.03999999999999,77.47999999999999,70.21000000000001,46.87,22.65,7.961
28.094,1.611,1.277,1.383,1.285,1.455,1.561,1.426,1.452,2.899,6.869,13.747,21.990000000000002,34.089999999999996,48.12,58.55,68.92999999999999,78.97999999999999,70.8,45.19,20.630000000000003,7.15
26.893,1.682,1.425,1.491,1.566,1.543,1.54,1.524,1.487,3.1100000000000003,7.065,12.48,21.28,32.53,44.510000000000005,57.4,69.31,79.88,70.22,47.64,22.36,7.063
30.073,1.497,1.4300000000000002,1.379,1.17,1.529,1.34,1.228,1.267,2.941,6.361,12.956,21.669999999999998,32.46,45.06,57.15,67.87,78.46000000000001,68.66,45.96,22.72,7.0200000000000005
29.621,1.409,1.375,1.5130000000000001,1.4789999999999999,1.476,1.6640000000000001,1.533,1.474,3.245,6.976999999999999,13.216,22.55,34.0,46.39,56.81,69.6,80.5,71.12,46.69,22.36,6.877
30.055,1.847,1.702,1.592,1.508,1.722,1.6949999999999998,1.714,1.722,3.5119999999999996,7.483,13.374,21.630000000000003,32.92,45.47,57.52,70.31,79.17999999999999,70.84,45.989999999999995,22.169999999999998,7.356
27.256,2.205,1.8699999999999999,2.107,1.9129999999999998,2.125,1.8059999999999998,1.9579999999999997,1.904,3.5770000000000004,7.431,14.919999999999998,23.16,34.769999999999996,44.29,56.55,72.81,80.57000000000001,71.58,46.97,22.15,7.756
30.73,2.028,1.8960000000000001,2.0100000000000002,1.998,2.05,1.7260000000000002,1.809,1.9300000000000002,4.102,7.834999999999999,13.790000000000001,23.54,32.239999999999995,45.160000000000004,56.14,70.84,80.06,72.36,47.15,23.19,7.495
28.479000000000003,2.2399999999999998,2.02,1.816,1.879,1.876,1.8359999999999999,1.752,1.959,3.528,6.997,13.87,22.419999999999998,32.39,45.239999999999995,55.660000000000004,69.84,79.55,71.97999999999999,49.4,22.57,6.829000000000001
28.644,1.596,1.6629999999999998,1.638,1.653,1.6010000000000002,1.605,1.6829999999999998,1.652,3.4869999999999997,6.529000000000001,11.885,20.57,31.51,43.410000000000004,56.19,70.47,79.28999999999999,70.56,47.11,22.11,6.411
29.630000000000003,1.6800000000000002,1.403,1.61,1.7129999999999999,1.612,1.781,1.526,1.584,3.3299999999999996,6.741,11.979000000000001,20.03,30.26,42.82,56.970000000000006,67.41,79.72999999999999,71.35,46.0,21.85,7.478
30.110000000000003,1.6600000000000001,1.7260000000000002,1.6949999999999998,1.466,1.599,1.687,1.4789999999999999,1.722,3.2649999999999997,6.925,12.604000000000001,20.09,30.419999999999998,42.38,53.64,70.84,80.37,70.11,45.69,21.48,7.052
26.633,1.7760000000000002,1.6789999999999998,1.6309999999999998,1.718,1.479,1.5539999999999998,1.616,1.6990000000000003,2.928,6.572,11.449,19.55,30.169999999999998,42.44,54.54,67.05,78.44,70.8,44.480000000000004,21.41,7.144
29.15,1.796,1.545,1.673,1.6280000000000001,1.73,1.6940000000000002,1.716,1.563,3.105,6.381,12.489999999999998,20.39,31.2,40.78,52.970000000000006,67.22999999999999,76.42,68.42999999999999,46.08,20.97,6.754
27.673000000000002,1.736,1.8370000000000002,1.9309999999999998,1.717,1.612,1.861,1.672,1.7469999999999999,3.158,6.409999999999999,11.644,19.96,30.73,41.21,51.0,65.62,78.34,71.05,46.71,20.57,7.5840000000000005
27.488999999999997,1.761,1.5619999999999998,1.5539999999999998,1.7289999999999999,1.891,1.8009999999999997,1.809,1.825,3.4829999999999997,6.552,11.009,19.05,31.22,41.739999999999995,54.67999999999999,68.85,79.26,71.81,45.589999999999996,23.06,6.51
27.697000000000003,1.533,1.1380000000000001,0.015,757.615,46.056,0.217,0.016,0.009,0.0,0.0,1641.7,1887.0,1875.0,1863.0,1885.0,1894.0,1891.0,1918.0,nan
